epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3376.5,1.0758,0.96793,1.28935,0.93042,0.93356,0.95684,0.75491,0.86419,0.5777,1.11023,0.007624,0.007624,0.007624
26,3509.4,1.08762,0.97381,1.29347,0.92734,0.95524,0.95767,0.76722,0.85946,0.58242,1.10649,0.007525,0.007525,0.007525
27,3642.27,1.07382,0.95917,1.28004,0.93904,0.94398,0.95654,0.76384,0.85069,0.53592,1.10133,0.007426,0.007426,0.007426
28,3775.27,1.05915,0.94851,1.26881,0.918,0.95821,0.95677,0.76498,0.84599,0.57449,1.09833,0.007327,0.007327,0.007327
29,3908.25,1.06201,0.94757,1.27787,0.92045,0.92935,0.95476,0.76909,0.82723,0.56446,1.08572,0.007228,0.007228,0.007228
30,4041.11,1.0495,0.91756,1.25695,0.92041,0.95158,0.95955,0.77367,0.84602,0.54318,1.09089,0.007129,0.007129,0.007129
31,4174.18,1.04381,0.92022,1.25948,0.93037,0.95309,0.96476,0.78146,0.83084,0.52515,1.08232,0.00703,0.00703,0.00703
32,4307.24,1.04336,0.90995,1.26089,0.92819,0.95159,0.95787,0.77344,0.83428,0.55192,1.08207,0.006931,0.006931,0.006931
33,4440.23,1.03837,0.90037,1.25489,0.92861,0.95867,0.96215,0.78589,0.83346,0.52081,1.08163,0.006832,0.006832,0.006832
34,4573.47,1.03687,0.89471,1.25493,0.93269,0.96108,0.96907,0.78587,0.82072,0.50727,1.08145,0.006733,0.006733,0.006733
35,4706.59,1.02444,0.88972,1.24555,0.95001,0.9299,0.96229,0.78512,0.81389,0.51881,1.06868,0.006634,0.006634,0.006634
36,4839.63,1.01356,0.86683,1.23862,0.94319,0.93061,0.96318,0.78089,0.82401,0.50313,1.0845,0.006535,0.006535,0.006535
37,4972.68,1.01787,0.86491,1.23903,0.93934,0.9368,0.96376,0.78547,0.81494,0.49433,1.06608,0.006436,0.006436,0.006436
38,5105.64,1.00771,0.85851,1.23722,0.93016,0.96209,0.96536,0.79227,0.80935,0.48885,1.06257,0.006337,0.006337,0.006337
39,5238.72,1.00582,0.85035,1.23429,0.94061,0.95004,0.96742,0.79349,0.8045,0.50106,1.064,0.006238,0.006238,0.006238
40,5371.67,1.00521,0.85175,1.23808,0.93828,0.95215,0.96335,0.78945,0.8067,0.49314,1.06305,0.006139,0.006139,0.006139
41,5505.08,1.00691,0.85843,1.23943,0.93594,0.95566,0.96714,0.79551,0.80019,0.48175,1.0625,0.00604,0.00604,0.00604
42,5637.91,0.99239,0.84413,1.23128,0.92665,0.95311,0.96786,0.79788,0.78536,0.47377,1.0545,0.005941,0.005941,0.005941
43,5770.8,0.99145,0.82904,1.22327,0.94328,0.94874,0.96423,0.79998,0.79436,0.4729,1.05535,0.005842,0.005842,0.005842
44,5903.97,0.97717,0.82264,1.21684,0.93517,0.95763,0.96257,0.79369,0.79398,0.47961,1.06449,0.005743,0.005743,0.005743
45,6036.68,0.97987,0.82066,1.22529,0.94778,0.96175,0.96634,0.79713,0.78951,0.46174,1.05956,0.005644,0.005644,0.005644
46,6169.78,0.98583,0.83044,1.21853,0.95321,0.95175,0.9687,0.79948,0.78087,0.45884,1.04859,0.005545,0.005545,0.005545
47,6302.95,0.97351,0.80585,1.21695,0.94495,0.95512,0.96936,0.8018,0.78018,0.45501,1.04963,0.005446,0.005446,0.005446
48,6435.87,0.96513,0.79002,1.20964,0.93967,0.9518,0.9686,0.8053,0.773,0.4601,1.0421,0.005347,0.005347,0.005347
49,6569.01,0.9685,0.80363,1.21158,0.9455,0.95626,0.96909,0.80338,0.77944,0.44744,1.05175,0.005248,0.005248,0.005248
50,6702.56,0.96737,0.80065,1.20791,0.93865,0.96473,0.96943,0.80509,0.78067,0.45511,1.05352,0.005149,0.005149,0.005149
51,6835.57,0.96039,0.78836,1.20932,0.93617,0.95777,0.96734,0.80294,0.77342,0.4545,1.04698,0.00505,0.00505,0.00505
52,6968.52,0.95685,0.78157,1.20349,0.93577,0.95594,0.96722,0.80042,0.77689,0.45109,1.04898,0.004951,0.004951,0.004951
53,7101.75,0.94152,0.77798,1.19447,0.94757,0.95982,0.97013,0.80588,0.77744,0.44275,1.04349,0.004852,0.004852,0.004852
54,7234.52,0.95029,0.77497,1.1962,0.94428,0.96757,0.96682,0.80444,0.77776,0.44423,1.04349,0.004753,0.004753,0.004753
55,7367.67,0.93989,0.7654,1.18909,0.94465,0.96668,0.96813,0.80743,0.77096,0.43714,1.04146,0.004654,0.004654,0.004654
56,7500.79,0.9391,0.76899,1.19285,0.94572,0.96449,0.96895,0.80646,0.77246,0.42685,1.04911,0.004555,0.004555,0.004555
57,7633.77,0.94141,0.76495,1.19253,0.94715,0.96118,0.96948,0.8092,0.77165,0.43156,1.04975,0.004456,0.004456,0.004456
58,7766.45,0.9344,0.76368,1.19366,0.93862,0.96486,0.97064,0.80904,0.76953,0.43545,1.04399,0.004357,0.004357,0.004357
59,7899.4,0.92093,0.73924,1.17675,0.93868,0.96476,0.97165,0.81163,0.76569,0.4282,1.04288,0.004258,0.004258,0.004258
60,8032.27,0.93093,0.75304,1.18644,0.94326,0.95984,0.97013,0.8111,0.77112,0.43138,1.04518,0.004159,0.004159,0.004159
61,8165.47,0.91285,0.73469,1.17655,0.9427,0.95818,0.97173,0.80799,0.7755,0.43258,1.05087,0.00406,0.00406,0.00406
62,8301.31,0.92169,0.74368,1.18379,0.95018,0.96371,0.9718,0.81202,0.77282,0.4244,1.04978,0.003961,0.003961,0.003961
63,8434.3,0.9125,0.73415,1.17427,0.94398,0.96184,0.97165,0.81366,0.77486,0.42569,1.05224,0.003862,0.003862,0.003862
64,8567.54,0.90165,0.71805,1.16957,0.94789,0.96438,0.97109,0.81285,0.77349,0.42065,1.05404,0.003763,0.003763,0.003763
65,8700.3,0.90972,0.72467,1.17776,0.94306,0.9635,0.97091,0.81331,0.76803,0.42158,1.04656,0.003664,0.003664,0.003664
66,8833.41,0.89611,0.71421,1.16396,0.94327,0.96338,0.9712,0.81635,0.76334,0.42237,1.0408,0.003565,0.003565,0.003565
67,8966.24,0.88954,0.70636,1.15976,0.94418,0.96453,0.97291,0.81677,0.75909,0.42019,1.03962,0.003466,0.003466,0.003466
68,9099.53,0.88807,0.7001,1.16307,0.94217,0.96516,0.97336,0.81582,0.7602,0.41563,1.04172,0.003367,0.003367,0.003367
69,9232.28,0.89286,0.704,1.16764,0.94863,0.96358,0.97424,0.81596,0.7589,0.41348,1.04077,0.003268,0.003268,0.003268
70,9365.22,0.88896,0.70369,1.16296,0.9487,0.9682,0.97483,0.81734,0.75943,0.41189,1.04139,0.003169,0.003169,0.003169
71,9498.24,0.8835,0.69101,1.15835,0.95624,0.9683,0.97479,0.81927,0.75966,0.41114,1.04024,0.00307,0.00307,0.00307
72,9630.93,0.8792,0.6901,1.15437,0.95811,0.96212,0.97249,0.81899,0.76041,0.40731,1.04347,0.002971,0.002971,0.002971
73,9763.89,0.87332,0.6883,1.15084,0.95758,0.96498,0.97495,0.819,0.76095,0.40582,1.04275,0.002872,0.002872,0.002872
74,9897.3,0.86901,0.67861,1.14285,0.95721,0.96376,0.97466,0.81756,0.76016,0.40258,1.04221,0.002773,0.002773,0.002773
75,10030.1,0.86521,0.67458,1.14965,0.95424,0.96481,0.97357,0.81733,0.75761,0.4034,1.04073,0.002674,0.002674,0.002674
76,10172.4,0.86463,0.67267,1.14656,0.95122,0.966,0.97333,0.81803,0.7559,0.40526,1.04055,0.002575,0.002575,0.002575
77,10316.9,0.85709,0.66177,1.14065,0.94809,0.96482,0.97364,0.81849,0.75739,0.40566,1.04154,0.002476,0.002476,0.002476
78,10456.1,0.85003,0.65669,1.13392,0.94836,0.96382,0.97347,0.81837,0.75517,0.40408,1.03957,0.002377,0.002377,0.002377
79,10592.7,0.85388,0.65745,1.13725,0.95108,0.96357,0.97372,0.81872,0.75385,0.40413,1.03871,0.002278,0.002278,0.002278
80,10738.4,0.85122,0.64968,1.1356,0.95085,0.96457,0.97412,0.81976,0.75376,0.4057,1.03869,0.002179,0.002179,0.002179
81,10874.7,0.84071,0.65,1.13489,0.95039,0.95907,0.97425,0.8207,0.75322,0.40622,1.03819,0.00208,0.00208,0.00208
82,11014.1,0.83907,0.64305,1.12946,0.94789,0.96259,0.97464,0.82121,0.75466,0.40674,1.03962,0.001981,0.001981,0.001981
83,11151.4,0.83442,0.63902,1.12896,0.94875,0.96251,0.97474,0.82105,0.7555,0.40539,1.04059,0.001882,0.001882,0.001882
84,11296.8,0.83114,0.64272,1.12819,0.94761,0.96558,0.97433,0.82008,0.75706,0.40401,1.04203,0.001783,0.001783,0.001783
85,11434.4,0.84373,0.64315,1.13096,0.94972,0.96445,0.97433,0.82048,0.75717,0.40291,1.04205,0.001684,0.001684,0.001684
